Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Prismarine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sea Lantern
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reed Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thatch
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellish Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosty Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roof Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Azulejo
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Petal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled End Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Ender Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blaze Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Living Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fel Pumpkin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manastorm Charge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Forest Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Plains Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Mountain Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Fungal Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Swamp Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Desert Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Taiga Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Metamorphic Mesa Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Andesite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Diorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Granite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Andesite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Basalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Diorite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Granite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Portuguese Pavement
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Mana Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Mana Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Mana Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Blaze Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Blaze Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Blaze Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lavender Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Lavender Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Lavender Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redquartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Redquartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Redquartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Elven Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Elven Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Elven Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sunny Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sunny Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Sunny Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blaze Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lavender Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redquartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Elven Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sunny Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingwood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingwood Plank Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingrock Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Livingrock Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dreamwood Plank Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reed Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thatch Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prismarine Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Prismarine Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellish Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosty Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roof Tile Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Trodden Dirt Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerrock Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shimmerwood Plank Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Cobblestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Forest Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Plains Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mountain Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Fungal Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Swamp Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Desert Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Taiga Stone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Metamorphic Mesa Stone Bricks Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Andesite Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diorite Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Granite Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Portuguese Pavement Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Portuguese Pavement Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Portuguese Pavement Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Portuguese Pavement Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Portuguese Pavement Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Portuguese Pavement Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crystal Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Neutronium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infinity Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Bark
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tigerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heat Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obelisk
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tiger Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
